4940.4399098577,0.0004140265
4940.9852221891,0.0004140265
4941.5305285593,0.0004340787
4942.075846852,0.0004140265
4942.6211532221,0.0004340787
4943.166405941,0.0006346006
4943.7117242336,0.0006145484
4944.2570306038,0.0006346006
4944.8023488965,0.0006145484
4945.3476314216,0.0007148094
4945.8929020242,0.0008551747
4946.4381666656,0.0010155923
4946.9834611132,0.0010757488
4947.5287495996,0.0011559576
4948.0740202022,0.001296323
4948.6193325336,0.001296323
4949.164644865,0.001296323
4949.7099571965,0.001296323
4950.2552516441,0.0013564795
4950.8005639755,0.0013564795
4951.3458166944,0.0015570015
4951.8910753744,0.0017374712
4952.4363638608,0.00181768
4952.981670231,0.0018377322
4953.5269467948,0.0019580453
4954.0722054749,0.002138515
4954.6174760775,0.0022788804
4955.1627466801,0.0024192457
4955.7080053602,0.0025997155
4956.2533117304,0.0026197677
4956.7985584879,0.0028403418
4957.343841013,0.0029406027
4957.8891175769,0.0030609159
4958.4343643344,0.00328149
4958.9796647433,0.0033215944
4959.5249353459,0.0034619597
4960.0701999873,0.0036223773
4960.6154527061,0.0038228992
4961.1607054249,0.0040234211
4961.70598795,0.0041236821
4962.2512108625,0.004424465
4962.7964516588,0.0046650913
4963.3417163002,0.0048255088
4963.8869332514,0.0051463439
4964.4321859702,0.0053468658
4964.977390999,0.0057078053
4965.5225781439,0.0061289013
4966.0677950952,0.0064497364
4966.6129762788,0.0068908847
4967.1581634238,0.0073119807
4967.7033744138,0.007652868
4968.2485257911,0.0081942772
4968.7937129361,0.0086153732
4969.3388523909,0.0091968868
4969.883973962,0.0098385569
4970.4290955331,0.0104802271
4970.9741992204,0.0111820538
4971.5193029076,0.0118838806
4972.0643767886,0.0126859683
4972.6093791345,0.0137286823
4973.1544172479,0.0146510831
4973.6994374775,0.0156336406
4974.2444457846,0.0166563024
4974.7894004404,0.0178594339
4975.3343193285,0.0191828786
4975.879244178,0.0204862711
4976.4241630662,0.0218097158
4976.9690402255,0.0232735259
4977.5138696948,0.0248977535
4978.0586455127,0.0267024508
4978.6033676793,0.0286876178
4979.1480183107,0.0309134112
4979.6925556782,0.0335201962
4980.2370274718,0.0363475553
4980.7765239968,0.039235071
4981.3259114464,0.0422027955
4981.8702580535,0.0454512507
4982.4293987226,0.0489623896
4982.9587187785,0.0527301966
4983.5027434775,0.0570614701
4983.9971913476,0.0614027698
4984.4914544185,0.0663656874
4984.9238075562,0.0711356027
4985.3525705244,0.0760709485
4985.7512268879,0.0810338662
4986.135709927,0.0860282944
4986.5307082052,0.0913850944
4986.911533159,0.0967734049
4987.232354896,0.1015104967
4987.5778089902,0.1067675131
4987.8738531708,0.1114730943
4988.1649159227,0.1162595526
4988.4657338813,0.1215827413
4988.7616031982,0.1268765201
4989.0574178702,0.1323541107
4989.3162160907,0.1372802659
4989.5749509231,0.1424196429
4989.8212463917,0.1477134217
4990.0676074341,0.1527866263
4990.3138373289,0.1583009793
4990.5355458736,0.162922007
4990.7323494612,0.1679400682
4990.9292678031,0.1725721246
4991.1260386038,0.1777004728
4991.3229241588,0.1824428163
4991.5197441399,0.187405734
4991.7165805144,0.1923135081
4991.9132857413,0.1976624304
4992.1100729354,0.2027356351
4992.3066961949,0.2083602751
4992.4952046875,0.2134886233
4992.7000574681,0.2192235503
4992.8966807276,0.2248481903
4993.0934679218,0.229921395
4993.2901403616,0.2353806044
4993.4867800146,0.2409501008
4993.6834688479,0.2463541667
4993.8800593205,0.2520890937
4994.0766333995,0.2578791643
4994.273256659,0.2635038042
4994.4700766401,0.2684667219
4994.66674908,0.2739259313
4994.8634543068,0.2792748536
4995.0601103532,0.2847892065
4995.25681558,0.2901381288
4995.4616137157,0.2960568676
4995.650029312,0.3014976959
4995.8466525715,0.3071223358
4996.0432594375,0.3128021193
4996.2479756059,0.3189965758
4996.4364239891,0.3243271169
4996.632850527,0.3306134793
4996.8049600868,0.3353190604
4996.976851067,0.3407598886
4997.1488950529,0.3456860439
4997.3209007874,0.3507408674
4997.4929611668,0.3556118792
4997.6649505078,0.3607218462
4997.8614426195,0.3667876344
4998.0580166986,0.372577705
4998.3037220023,0.3798566508
4998.5003452618,0.3854812908
4998.697132456,0.3905544955
4998.8939032566,0.3956828437
4999.090559303,0.4011971966
4999.2874284645,0.4059946837
4999.4842320522,0.4110127448
4999.7302980122,0.417078533
4999.9518983601,0.4220635081
5000.1981282548,0.427577861
5000.4444237234,0.4328716398
5000.6906536181,0.4383859927
5000.9368966276,0.4438562308
5001.1832675062,0.4488963494
5001.4296187126,0.4540026402
5001.7252781931,0.4600022561
5001.9717113668,0.4648328293
5002.2428265465,0.470016321
5002.5386849344,0.4753468622
5002.8346416831,0.4803465422
5003.1306749347,0.4850888857
5003.500805102,0.4907187774
5003.920476721,0.4964576433
5004.3404118064,0.5013102739
5004.8346815838,0.5062506328
5005.3786943603,0.5106220107
5005.9724538617,0.5144118751
5006.5219873622,0.5168883209
5007.0618981948,0.5183822092
5007.6071032235,0.5187431487
5008.1526241991,0.5180413219
5008.6985028503,0.5161363636
5009.2199391383,0.5130723886
5009.7665678653,0.5086443632
5010.2307079381,0.5037641609
5010.637153541,0.4984073609
5010.9856730577,0.4933530626
5011.3095183748,0.4879195869
5011.5836018651,0.4831184236
5011.8328743876,0.4783981375
5012.0822124839,0.4734572773
5012.3316161541,0.4682958429
5012.5810329391,0.4630902938
5012.8056136195,0.4580501752
5012.9802641669,0.4542085093
5013.2049421152,0.4488412058
5013.4046801337,0.4439885753
5013.6043853652,0.4392462318
5013.8041233836,0.4343936012
5014.003894189,0.4294306836
5014.2037469618,0.4241920483
5014.4035505541,0.4191188436
5014.6033869334,0.4139353519
5014.8032888865,0.408531286
5015.0032072331,0.4030720766
5015.2030927928,0.3977231543
5015.4031095002,0.3919330837
5015.5781480264,0.3867863543
5015.7532084105,0.3815661002
5015.9283780844,0.3759782226
5016.0785422545,0.371125592
5016.2286408508,0.3664935356
5016.3788487369,0.3614938556
5016.5291440547,0.3562000768
5016.6794175147,0.3509798227
5016.8296035428,0.3460536674
5016.9797895709,0.3411275122
5017.1301504627,0.3356131592
5017.2805113544,0.3300988063
5017.4307192405,0.3250991263
5017.5810801323,0.3195847734
5017.7313535922,0.3143645193
5017.8816707681,0.3089972158
5018.0319005121,0.3039240111
5018.18219583,0.2986302323
5018.3324911479,0.2933364535
5018.4828083237,0.28796915
5018.6330162098,0.28296947
5018.7833115277,0.2776756912
5018.9335194138,0.2726760113
5019.0838365896,0.2673087078
5019.2590827664,0.2614634937
5019.4341103635,0.2563535266
5019.5843619655,0.2512067972
5019.759493388,0.2457475878
5019.9345045917,0.2406927643
5020.1095922982,0.2353806044
5020.2846253598,0.2302522561
5020.4597239954,0.2249033338
5020.6597243093,0.2191684068
5020.8597901971,0.2132129056
5021.0597905111,0.2074779786
5021.2598400055,0.201577621
5021.4598403194,0.1958426939
5021.6599881746,0.1896114751
5021.8599065212,0.1841522657
5022.0599232286,0.1783621952
5022.2598415752,0.1729029858
5022.4597763153,0.1673886329
5022.6596454815,0.1620948541
5022.8596457955,0.156359927
5023.0594821748,0.1511764353
5023.2593349475,0.1459378
5023.4591385398,0.1408645953
5023.6588765583,0.1360119648
5023.8585981833,0.1312144777
5024.0583362018,0.1263618472
5024.3078775771,0.1207372072
5024.5324353066,0.1157742896
5024.7819176655,0.1103481663
