6527,0.000011
6532,0.000036
6537,0.000034
6542,0.0000083
6547,0.000039
6552,0.000043
6557,0.000042
6562,0.00005
6567,0.0001
6572,0.000078
6577,0.000088
6582,0.00011
6587,0.00015
6592,0.0002
6597,0.00022
6602,0.0003
6607,0.00042
6612,0.00051
6617,0.0007
6622,0.00087
6627,0.0012
6632,0.0017
6637,0.0024
6642,0.0034
6647,0.005
6652,0.0074
6657,0.0118
6662,0.0187
6667,0.0313
6672,0.0545
6677,0.0947
6682,0.17
6687,0.288
6692,0.444
6697,0.611
6702,0.723
6707,0.783
6712,0.804
6717,0.813
6722,0.814
6727,0.815
6732,0.807
6737,0.784
6742,0.729
6747,0.625
6752,0.474
6757,0.326
6762,0.2
6767,0.118
6772,0.0698
6777,0.0408
6782,0.0251
6787,0.016
6792,0.0103
6797,0.007
6802,0.0047
6807,0.0033
6812,0.0024
6817,0.0017
6822,0.0013
6827,0.00098
6832,0.00079
6837,0.00058
6842,0.00047
6847,0.00035
6852,0.00029
6857,0.00025
6862,0.00019
6867,0.00015
6872,0.00011
6877,0.00012
6882,0.0001
6887,0.000071
6892,0.000079
6897,0.000032
6902,0.000057
6907,0.000036
6912,0.000034
6917,0.000023
6922,0.000026
6927,0.0000033
