% itera v0.1 Model Grids
%
% FORMAT: parameter 2, parameter 1 (as labelled), X1, X2, Y1, Y2
%         with emission lines given as ratios with respect to H-beta 4861
%
X1 =  SII6716.3Å,6730.7Å
X2 =  HI 6562.8Å
Y1 =  OIII 5006.8Å
Y2 =  HI 4861.3Å
           B     VELOCITY           X1           X2           Y1           Y2
     0.10000   1.0000E+03   3.7150E+00   3.0270E+00   1.5220E-01   1.0000E+00
      1.0000   1.0000E+02   1.3183E+00   3.1870E+00   2.8650E+00   1.0000E+00
      1.0000   1.2500E+02   1.2707E+00   3.1280E+00   2.2970E+00   1.0000E+00
      1.0000   1.5000E+02   1.6081E+00   3.0520E+00   1.6550E+00   1.0000E+00
      1.0000   1.7500E+02   1.8269E+00   3.0230E+00   1.3320E+00   1.0000E+00
      1.0000   2.0000E+02   2.4200E+00   2.9990E+00   1.0920E+00   1.0000E+00
      1.0000   2.2500E+02   2.8280E+00   2.9740E+00   9.1390E-01   1.0000E+00
      1.0000   2.5000E+02   3.2630E+00   2.9570E+00   8.1090E-01   1.0000E+00
      1.0000   2.7500E+02   3.8790E+00   2.9480E+00   7.6060E-01   1.0000E+00
      1.0000   3.0000E+02   4.5460E+00   2.9380E+00   6.7160E-01   1.0000E+00
      1.0000   3.2500E+02   5.0080E+00   2.9340E+00   6.2180E-01   1.0000E+00
      1.0000   3.5000E+02   5.2900E+00   2.9330E+00   6.1100E-01   1.0000E+00
      1.0000   3.7500E+02   5.3970E+00   2.9330E+00   5.8390E-01   1.0000E+00
      1.0000   4.0000E+02   5.3090E+00   2.9360E+00   5.5800E-01   1.0000E+00
      1.0000   4.2500E+02   5.2420E+00   2.9380E+00   5.2860E-01   1.0000E+00
      1.0000   4.5000E+02   5.0950E+00   2.9420E+00   5.1100E-01   1.0000E+00
      1.0000   4.7500E+02   4.9770E+00   2.9470E+00   4.8920E-01   1.0000E+00
      1.0000   5.0000E+02   4.8280E+00   2.9540E+00   4.6990E-01   1.0000E+00
      1.0000   5.2500E+02   4.7000E+00   2.9590E+00   4.5510E-01   1.0000E+00
      1.0000   5.5000E+02   4.6250E+00   2.9680E+00   4.3280E-01   1.0000E+00
      1.0000   5.7500E+02   4.6150E+00   2.9750E+00   4.1350E-01   1.0000E+00
      1.0000   6.0000E+02   4.6000E+00   2.9800E+00   3.9750E-01   1.0000E+00
      1.0000   6.2500E+02   4.6370E+00   2.9850E+00   3.8250E-01   1.0000E+00
      1.0000   6.5000E+02   4.7100E+00   2.9900E+00   3.6160E-01   1.0000E+00
      1.0000   6.7500E+02   4.8110E+00   2.9970E+00   3.4490E-01   1.0000E+00
      1.0000   7.0000E+02   4.8370E+00   3.0030E+00   3.3220E-01   1.0000E+00
      1.0000   7.2500E+02   4.9320E+00   3.0070E+00   3.1850E-01   1.0000E+00
      1.0000   7.5000E+02   5.0540E+00   3.0120E+00   3.0630E-01   1.0000E+00
      1.0000   7.7500E+02   5.1230E+00   3.0150E+00   2.9560E-01   1.0000E+00
      1.0000   8.0000E+02   5.1950E+00   3.0200E+00   2.8620E-01   1.0000E+00
      1.0000   8.2500E+02   5.2940E+00   3.0240E+00   2.7840E-01   1.0000E+00
      1.0000   8.5000E+02   5.3420E+00   3.0270E+00   2.7190E-01   1.0000E+00
      1.0000   8.7500E+02   5.3680E+00   3.0310E+00   2.6840E-01   1.0000E+00
      1.0000   9.0000E+02   5.4580E+00   3.0350E+00   2.6240E-01   1.0000E+00
      1.0000   9.2500E+02   5.4710E+00   3.0350E+00   2.5800E-01   1.0000E+00
      1.0000   9.5000E+02   5.5420E+00   3.0390E+00   2.5210E-01   1.0000E+00
      1.0000   9.7500E+02   5.6300E+00   3.0410E+00   2.4580E-01   1.0000E+00
      1.0000   1.0000E+03   5.7100E+00   3.0440E+00   2.3980E-01   1.0000E+00
      1.5800   1.0000E+02   1.3406E+00   3.1820E+00   2.8510E+00   1.0000E+00
      1.5800   1.2500E+02   1.3560E+00   3.1200E+00   2.2970E+00   1.0000E+00
      1.5800   1.5000E+02   1.7258E+00   3.0450E+00   1.6580E+00   1.0000E+00
      1.5800   1.7500E+02   1.9388E+00   3.0180E+00   1.3400E+00   1.0000E+00
      1.5800   2.0000E+02   2.5100E+00   2.9940E+00   1.0980E+00   1.0000E+00
      1.5800   2.2500E+02   2.8610E+00   2.9690E+00   9.1650E-01   1.0000E+00
      1.5800   2.5000E+02   3.2780E+00   2.9530E+00   8.1610E-01   1.0000E+00
      1.5800   2.7500E+02   3.8920E+00   2.9450E+00   7.6750E-01   1.0000E+00
      1.5800   3.0000E+02   4.4860E+00   2.9360E+00   6.8810E-01   1.0000E+00
      1.5800   3.2500E+02   4.8980E+00   2.9330E+00   6.5190E-01   1.0000E+00
      1.5800   3.5000E+02   5.1200E+00   2.9330E+00   6.5910E-01   1.0000E+00
      1.5800   3.7500E+02   5.2080E+00   2.9350E+00   6.4770E-01   1.0000E+00
      1.5800   4.0000E+02   5.0820E+00   2.9380E+00   6.3260E-01   1.0000E+00
      1.5800   4.2500E+02   4.9690E+00   2.9420E+00   6.1180E-01   1.0000E+00
      1.5800   4.5000E+02   4.8320E+00   2.9450E+00   5.9670E-01   1.0000E+00
      1.5800   4.7500E+02   4.7300E+00   2.9510E+00   5.7560E-01   1.0000E+00
      1.5800   5.0000E+02   4.6100E+00   2.9580E+00   5.5810E-01   1.0000E+00
      1.5800   5.2500E+02   4.5080E+00   2.9630E+00   5.4330E-01   1.0000E+00
      1.5800   5.5000E+02   4.5240E+00   2.9720E+00   5.2180E-01   1.0000E+00
      1.5800   5.7500E+02   4.5500E+00   2.9770E+00   5.0060E-01   1.0000E+00
      1.5800   6.0000E+02   4.5760E+00   2.9820E+00   4.8600E-01   1.0000E+00
      1.5800   6.2500E+02   4.6450E+00   2.9880E+00   4.6860E-01   1.0000E+00
      1.5800   6.5000E+02   4.7370E+00   2.9930E+00   4.4360E-01   1.0000E+00
      1.5800   6.7500E+02   4.8630E+00   3.0000E+00   4.2870E-01   1.0000E+00
      1.5800   7.0000E+02   4.9090E+00   3.0060E+00   4.1620E-01   1.0000E+00
      1.5800   7.2500E+02   5.0350E+00   3.0110E+00   4.0380E-01   1.0000E+00
      1.5800   7.5000E+02   5.1830E+00   3.0140E+00   3.9260E-01   1.0000E+00
      1.5800   7.7500E+02   5.2840E+00   3.0190E+00   3.8280E-01   1.0000E+00
      1.5800   8.0000E+02   5.3750E+00   3.0230E+00   3.7420E-01   1.0000E+00
      1.5800   8.2500E+02   5.4790E+00   3.0270E+00   3.6790E-01   1.0000E+00
      1.5800   8.5000E+02   5.5680E+00   3.0320E+00   3.6520E-01   1.0000E+00
      1.5800   8.7500E+02   5.5940E+00   3.0360E+00   3.6360E-01   1.0000E+00
      1.5800   9.0000E+02   5.6930E+00   3.0410E+00   3.6200E-01   1.0000E+00
      1.5800   9.2500E+02   5.7280E+00   3.0400E+00   3.5780E-01   1.0000E+00
      1.5800   9.5000E+02   5.8180E+00   3.0440E+00   3.5290E-01   1.0000E+00
      1.5800   9.7500E+02   5.9390E+00   3.0470E+00   3.4770E-01   1.0000E+00
      1.5800   1.0000E+03   6.0340E+00   3.0510E+00   3.4290E-01   1.0000E+00
      3.1600   1.0000E+02   1.3991E+00   3.1740E+00   2.8490E+00   1.0000E+00
      3.1600   1.2500E+02   1.4934E+00   3.1090E+00   2.3120E+00   1.0000E+00
      3.1600   1.5000E+02   1.8507E+00   3.0370E+00   1.6860E+00   1.0000E+00
      3.1600   1.7500E+02   2.0715E+00   3.0110E+00   1.3640E+00   1.0000E+00
      3.1600   2.0000E+02   2.5620E+00   2.9880E+00   1.1110E+00   1.0000E+00
      3.1600   2.2500E+02   2.7940E+00   2.9640E+00   9.2890E-01   1.0000E+00
      3.1600   2.5000E+02   3.1460E+00   2.9490E+00   8.3830E-01   1.0000E+00
      3.1600   2.7500E+02   3.7110E+00   2.9410E+00   8.0650E-01   1.0000E+00
      3.1600   3.0000E+02   4.1650E+00   2.9340E+00   7.5770E-01   1.0000E+00
      3.1600   3.2500E+02   4.4750E+00   2.9320E+00   7.6250E-01   1.0000E+00
      3.1600   3.5000E+02   4.6040E+00   2.9340E+00   8.4360E-01   1.0000E+00
      3.1600   3.7500E+02   4.6630E+00   2.9380E+00   8.8900E-01   1.0000E+00
      3.1600   4.0000E+02   4.5290E+00   2.9420E+00   9.1480E-01   1.0000E+00
      3.1600   4.2500E+02   4.3920E+00   2.9460E+00   9.2700E-01   1.0000E+00
      3.1600   4.5000E+02   4.2450E+00   2.9500E+00   9.2590E-01   1.0000E+00
      3.1600   4.7500E+02   4.1990E+00   2.9560E+00   9.0700E-01   1.0000E+00
      3.1600   5.0000E+02   4.1460E+00   2.9620E+00   9.0150E-01   1.0000E+00
      3.1600   5.2500E+02   4.0910E+00   2.9680E+00   8.8930E-01   1.0000E+00
      3.1600   5.5000E+02   4.2280E+00   2.9730E+00   8.7050E-01   1.0000E+00
      3.1600   5.7500E+02   4.3500E+00   2.9790E+00   8.4470E-01   1.0000E+00
      3.1600   6.0000E+02   4.4370E+00   2.9840E+00   8.3810E-01   1.0000E+00
      3.1600   6.2500E+02   4.5860E+00   2.9900E+00   8.0990E-01   1.0000E+00
      3.1600   6.5000E+02   4.7190E+00   2.9960E+00   7.8010E-01   1.0000E+00
      3.1600   6.7500E+02   4.8940E+00   3.0030E+00   7.7340E-01   1.0000E+00
      3.1600   7.0000E+02   4.9780E+00   3.0090E+00   7.5990E-01   1.0000E+00
      3.1600   7.2500E+02   5.1310E+00   3.0140E+00   7.5320E-01   1.0000E+00
      3.1600   7.5000E+02   5.3030E+00   3.0190E+00   7.4570E-01   1.0000E+00
      3.1600   7.7500E+02   5.4260E+00   3.0240E+00   7.4030E-01   1.0000E+00
      3.1600   8.0000E+02   5.5400E+00   3.0280E+00   7.3840E-01   1.0000E+00
      3.1600   8.2500E+02   5.6750E+00   3.0330E+00   7.3700E-01   1.0000E+00
      3.1600   8.5000E+02   5.7980E+00   3.0400E+00   7.4600E-01   1.0000E+00
      3.1600   8.7500E+02   5.7930E+00   3.0440E+00   7.5890E-01   1.0000E+00
      3.1600   9.0000E+02   5.9230E+00   3.0510E+00   7.6540E-01   1.0000E+00
      3.1600   9.2500E+02   5.9660E+00   3.0520E+00   7.6530E-01   1.0000E+00
      3.1600   9.5000E+02   6.0510E+00   3.0560E+00   7.7130E-01   1.0000E+00
      3.1600   9.7500E+02   6.1960E+00   3.0600E+00   7.7450E-01   1.0000E+00
      3.1600   1.0000E+03   6.2980E+00   3.0640E+00   7.7930E-01   1.0000E+00
      5.0000   1.0000E+02   1.4498E+00   3.1690E+00   2.8730E+00   1.0000E+00
      5.0000   1.2500E+02   1.5740E+00   3.1030E+00   2.3310E+00   1.0000E+00
      5.0000   1.5000E+02   1.9056E+00   3.0330E+00   1.7130E+00   1.0000E+00
      5.0000   1.7500E+02   2.1150E+00   3.0070E+00   1.3810E+00   1.0000E+00
      5.0000   2.0000E+02   2.5190E+00   2.9840E+00   1.1290E+00   1.0000E+00
      5.0000   2.2500E+02   2.6450E+00   2.9610E+00   9.4690E-01   1.0000E+00
      5.0000   2.5000E+02   2.9430E+00   2.9460E+00   8.7540E-01   1.0000E+00
      5.0000   2.7500E+02   3.4550E+00   2.9380E+00   8.7430E-01   1.0000E+00
      5.0000   3.0000E+02   3.8090E+00   2.9320E+00   8.7100E-01   1.0000E+00
      5.0000   3.2500E+02   4.0460E+00   2.9330E+00   9.4000E-01   1.0000E+00
      5.0000   3.5000E+02   4.1440E+00   2.9340E+00   1.1290E+00   1.0000E+00
      5.0000   3.7500E+02   4.1470E+00   2.9400E+00   1.2720E+00   1.0000E+00
      5.0000   4.0000E+02   4.0230E+00   2.9440E+00   1.3660E+00   1.0000E+00
      5.0000   4.2500E+02   3.9060E+00   2.9470E+00   1.4180E+00   1.0000E+00
      5.0000   4.5000E+02   3.7840E+00   2.9500E+00   1.4400E+00   1.0000E+00
      5.0000   4.7500E+02   3.7830E+00   2.9570E+00   1.4290E+00   1.0000E+00
      5.0000   5.0000E+02   3.7730E+00   2.9610E+00   1.4440E+00   1.0000E+00
      5.0000   5.2500E+02   3.7600E+00   2.9670E+00   1.4390E+00   1.0000E+00
      5.0000   5.5000E+02   3.9720E+00   2.9730E+00   1.4240E+00   1.0000E+00
      5.0000   5.7500E+02   4.1430E+00   2.9780E+00   1.3930E+00   1.0000E+00
      5.0000   6.0000E+02   4.2750E+00   2.9830E+00   1.3980E+00   1.0000E+00
      5.0000   6.2500E+02   4.4640E+00   2.9900E+00   1.3510E+00   1.0000E+00
      5.0000   6.5000E+02   4.6270E+00   2.9970E+00   1.3180E+00   1.0000E+00
      5.0000   6.7500E+02   4.8620E+00   3.0050E+00   1.3190E+00   1.0000E+00
      5.0000   7.0000E+02   4.9660E+00   3.0100E+00   1.3170E+00   1.0000E+00
      5.0000   7.2500E+02   5.1480E+00   3.0160E+00   1.3140E+00   1.0000E+00
      5.0000   7.5000E+02   5.2970E+00   3.0220E+00   1.3320E+00   1.0000E+00
      5.0000   7.7500E+02   5.4370E+00   3.0280E+00   1.3300E+00   1.0000E+00
      5.0000   8.0000E+02   5.5560E+00   3.0340E+00   1.3390E+00   1.0000E+00
      5.0000   8.2500E+02   5.6900E+00   3.0390E+00   1.3450E+00   1.0000E+00
      5.0000   8.5000E+02   5.8220E+00   3.0480E+00   1.3750E+00   1.0000E+00
      5.0000   8.7500E+02   5.8040E+00   3.0530E+00   1.4120E+00   1.0000E+00
      5.0000   9.0000E+02   5.9260E+00   3.0610E+00   1.4340E+00   1.0000E+00
      5.0000   9.2500E+02   5.9450E+00   3.0630E+00   1.4500E+00   1.0000E+00
