% itera v0.1 Model Grids
%
% FORMAT: parameter 2, parameter 1 (as labelled), X1, X2, Y1, Y2
%         with emission lines given as ratios with respect to H-beta 4861
%
X1 =  SII6716.3Å,6730.7Å
X2 =  NII6583.3Å, + HI6562.8Å,
Y1 =  OIII 5006.8Å
Y2 =  HI 4861.3Å
           B     VELOCITY           X1           X2           Y1           Y2
     0.40000   4.0000E+02   1.6578E+00   4.8820E+00   1.2290E+00   1.0000E+00
     0.40000   4.2500E+02   1.6878E+00   5.4110E+00   1.0660E+00   1.0000E+00
     0.40000   4.5000E+02   1.8855E+00   5.8710E+00   1.0900E+00   1.0000E+00
     0.40000   4.7500E+02   2.2731E+00   6.3760E+00   1.2270E+00   1.0000E+00
     0.40000   5.0000E+02   2.5200E+00   6.8890E+00   1.4450E+00   1.0000E+00
     0.40000   5.2500E+02   2.7020E+00   7.2450E+00   1.8050E+00   1.0000E+00
     0.40000   5.5000E+02   2.8310E+00   7.4860E+00   2.4010E+00   1.0000E+00
     0.40000   5.7500E+02   2.8620E+00   7.6630E+00   2.9340E+00   1.0000E+00
     0.40000   6.0000E+02   2.8050E+00   7.7170E+00   3.2550E+00   1.0000E+00
     0.40000   6.2500E+02   2.7200E+00   7.7040E+00   3.4700E+00   1.0000E+00
     0.40000   6.5000E+02   2.6570E+00   7.7050E+00   3.5700E+00   1.0000E+00
     0.40000   6.7500E+02   2.6470E+00   7.6670E+00   3.6030E+00   1.0000E+00
     0.40000   7.0000E+02   2.6950E+00   7.6600E+00   3.6990E+00   1.0000E+00
     0.40000   7.2500E+02   2.6990E+00   7.6280E+00   3.7280E+00   1.0000E+00
     0.40000   7.5000E+02   2.8850E+00   7.6100E+00   3.7400E+00   1.0000E+00
     0.40000   7.7500E+02   3.0480E+00   7.5800E+00   3.6840E+00   1.0000E+00
     0.40000   8.0000E+02   3.1520E+00   7.5830E+00   3.7100E+00   1.0000E+00
     0.40000   8.2500E+02   3.3090E+00   7.5900E+00   3.6460E+00   1.0000E+00
     0.40000   8.5000E+02   3.4350E+00   7.6260E+00   3.6410E+00   1.0000E+00
     0.40000   8.7500E+02   3.6250E+00   7.6750E+00   3.6940E+00   1.0000E+00
     0.40000   9.0000E+02   3.6870E+00   7.7090E+00   3.7420E+00   1.0000E+00
     0.40000   9.2500E+02   3.8130E+00   7.7500E+00   3.7590E+00   1.0000E+00
     0.40000   9.5000E+02   3.9060E+00   7.8340E+00   3.8300E+00   1.0000E+00
     0.40000   9.7500E+02   4.0000E+00   7.8850E+00   3.8670E+00   1.0000E+00
     0.40000   1.0000E+03   4.0780E+00   7.9420E+00   3.9310E+00   1.0000E+00
     0.50000   3.0000E+02   1.4495E+00   5.0090E+00   3.3590E+00   1.0000E+00
     0.50000   3.2500E+02   1.3433E+00   4.7680E+00   2.6710E+00   1.0000E+00
     0.50000   3.5000E+02   1.3468E+00   4.5490E+00   1.9010E+00   1.0000E+00
     0.50000   3.7500E+02   1.4465E+00   4.5240E+00   1.5140E+00   1.0000E+00
     0.50000   4.0000E+02   1.6368E+00   4.9830E+00   1.2710E+00   1.0000E+00
     0.50000   4.2500E+02   1.6054E+00   5.5160E+00   1.1210E+00   1.0000E+00
     0.50000   4.5000E+02   1.7761E+00   5.9690E+00   1.2070E+00   1.0000E+00
     0.50000   4.7500E+02   2.1165E+00   6.4600E+00   1.4290E+00   1.0000E+00
     0.50000   5.0000E+02   2.3159E+00   6.9230E+00   1.7770E+00   1.0000E+00
     0.50000   5.2500E+02   2.4596E+00   7.2220E+00   2.2820E+00   1.0000E+00
     0.50000   5.5000E+02   2.5690E+00   7.4040E+00   3.0150E+00   1.0000E+00
     0.50000   5.7500E+02   2.5980E+00   7.5220E+00   3.6820E+00   1.0000E+00
     0.50000   6.0000E+02   2.5440E+00   7.5220E+00   4.0770E+00   1.0000E+00
     0.50000   6.2500E+02   2.4730E+00   7.5030E+00   4.3280E+00   1.0000E+00
     0.50000   6.5000E+02   2.4258E+00   7.4940E+00   4.4770E+00   1.0000E+00
     0.50000   6.7500E+02   2.4408E+00   7.4600E+00   4.5470E+00   1.0000E+00
     0.50000   7.0000E+02   2.5130E+00   7.4530E+00   4.6670E+00   1.0000E+00
     0.50000   7.2500E+02   2.5500E+00   7.4400E+00   4.6820E+00   1.0000E+00
     0.50000   7.5000E+02   2.7450E+00   7.4190E+00   4.6810E+00   1.0000E+00
     0.50000   7.7500E+02   2.9450E+00   7.4290E+00   4.6040E+00   1.0000E+00
     0.50000   8.0000E+02   3.0790E+00   7.4530E+00   4.6440E+00   1.0000E+00
     0.50000   8.2500E+02   3.2580E+00   7.4830E+00   4.5800E+00   1.0000E+00
     0.50000   8.5000E+02   3.3860E+00   7.5100E+00   4.5910E+00   1.0000E+00
     0.50000   8.7500E+02   3.5860E+00   7.5550E+00   4.6720E+00   1.0000E+00
     0.50000   9.0000E+02   3.6230E+00   7.5550E+00   4.8170E+00   1.0000E+00
     0.50000   9.2500E+02   3.7580E+00   7.6120E+00   4.8560E+00   1.0000E+00
     0.50000   9.5000E+02   3.8750E+00   7.7430E+00   4.8980E+00   1.0000E+00
     0.50000   9.7500E+02   3.9680E+00   7.7870E+00   4.9700E+00   1.0000E+00
     0.50000   1.0000E+03   4.0620E+00   7.8720E+00   5.0150E+00   1.0000E+00
      1.0000   3.0000E+02   1.5082E+00   5.1840E+00   3.3950E+00   1.0000E+00
      1.0000   3.2500E+02   1.4352E+00   4.9980E+00   2.7940E+00   1.0000E+00
      1.0000   3.5000E+02   1.4206E+00   4.8240E+00   2.1210E+00   1.0000E+00
      1.0000   3.7500E+02   1.4758E+00   4.7750E+00   1.7100E+00   1.0000E+00
      1.0000   4.0000E+02   1.4854E+00   5.2310E+00   1.5330E+00   1.0000E+00
      1.0000   4.2500E+02   1.3245E+00   5.7440E+00   1.5080E+00   1.0000E+00
      1.0000   4.5000E+02   1.3833E+00   6.0760E+00   1.9400E+00   1.0000E+00
      1.0000   4.7500E+02   1.6065E+00   6.4660E+00   2.6520E+00   1.0000E+00
      1.0000   5.0000E+02   1.6954E+00   6.6860E+00   3.5900E+00   1.0000E+00
